period,model,game,seed,condition,trait_p1,trait_p2,real0,pref0,n_rounds
round1,gptoss,ChAs,300,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.819893317522119,1
round10,gptoss,ChAs,300,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.9207896759191146,1
all10,gptoss,ChBa,100,baseline,baseline,baseline,1.0,0.9985014423528691,10
round1,gptoss,ChBa,100,baseline,baseline,baseline,1.0,0.9983190582974322,1
round10,gptoss,ChBa,100,baseline,baseline,baseline,1.0,0.9991557117044656,1
all10,gptoss,ChBa,100,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.9982782176993374,10
round1,gptoss,ChBa,100,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.998123309814982,1
round10,gptoss,ChBa,100,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.9991943432951308,1
all10,gptoss,ChBa,100,level1_typeA,level1,baseline,1.0,0.9985250487653226,10
round1,gptoss,ChBa,100,level1_typeA,level1,baseline,1.0,0.9983058967761993,1
round10,gptoss,ChBa,100,level1_typeA,level1,baseline,1.0,0.9984322471203414,1
all10,gptoss,ChBa,100,level2_typeA,level2,baseline,1.0,0.9982662836264351,10
round1,gptoss,ChBa,100,level2_typeA,level2,baseline,1.0,0.99880861332513,1
round10,gptoss,ChBa,100,level2_typeA,level2,baseline,1.0,0.9985841292917648,1
all10,gptoss,ChBa,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.9985843906002497,10
round1,gptoss,ChBa,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.9984360639685063,1
round10,gptoss,ChBa,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.9990471293640499,1
all10,gptoss,ChBa,100,maximin_typeA,maximin,baseline,1.0,0.9986326014979733,10
round1,gptoss,ChBa,100,maximin_typeA,maximin,baseline,1.0,0.9981324338347985,1
round10,gptoss,ChBa,100,maximin_typeA,maximin,baseline,1.0,0.9994806951388314,1
all10,gptoss,ChBa,100,risk_aversion_typeA,risk_aversion,baseline,1.0,0.9983549453120665,10
round1,gptoss,ChBa,100,risk_aversion_typeA,risk_aversion,baseline,1.0,0.9980882307037365,1
round10,gptoss,ChBa,100,risk_aversion_typeA,risk_aversion,baseline,1.0,0.9987405012230754,1
all10,gptoss,ChBa,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.9977123131669016,10
round1,gptoss,ChBa,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.9973425687918633,1
round10,gptoss,ChBa,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.99857859574683,1
all10,gptoss,ChBa,200,baseline,baseline,baseline,0.0,0.027208661634434222,10
round1,gptoss,ChBa,200,baseline,baseline,baseline,0.0,0.02262919966477148,1
round10,gptoss,ChBa,200,baseline,baseline,baseline,0.0,0.05184546768387861,1
all10,gptoss,ChBa,200,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.02589550061227941,10
round1,gptoss,ChBa,200,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.04484789946014446,1
round10,gptoss,ChBa,200,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.02665774074162061,1
all10,gptoss,ChBa,200,level1_typeA,level1,baseline,0.0,0.019489262117869416,10
round1,gptoss,ChBa,200,level1_typeA,level1,baseline,0.0,0.026963501150743988,1
round10,gptoss,ChBa,200,level1_typeA,level1,baseline,0.0,0.017045317794639078,1
all10,gptoss,ChBa,200,level2_typeA,level2,baseline,0.0,0.02416000128159828,10
round1,gptoss,ChBa,200,level2_typeA,level2,baseline,0.0,0.03197955937723596,1
round10,gptoss,ChBa,200,level2_typeA,level2,baseline,0.0,0.02064592958382881,1
all10,gptoss,ChBa,200,loss_aversion_typeA,loss_aversion,baseline,0.0,0.020975501476307543,10
round1,gptoss,ChBa,200,loss_aversion_typeA,loss_aversion,baseline,0.0,0.023509452487612867,1
round10,gptoss,ChBa,200,loss_aversion_typeA,loss_aversion,baseline,0.0,0.02096424185140519,1
all10,gptoss,ChBa,200,maximin_typeA,maximin,baseline,0.0,0.031012603080488317,10
round1,gptoss,ChBa,200,maximin_typeA,maximin,baseline,0.0,0.022116589540143283,1
round10,gptoss,ChBa,200,maximin_typeA,maximin,baseline,0.0,0.018124720375320078,1
all10,gptoss,ChBa,200,risk_aversion_typeA,risk_aversion,baseline,0.0,0.025542399417549044,10
round1,gptoss,ChBa,200,risk_aversion_typeA,risk_aversion,baseline,0.0,0.038035094388389444,1
round10,gptoss,ChBa,200,risk_aversion_typeA,risk_aversion,baseline,0.0,0.03635666120811112,1
all10,gptoss,ChBa,200,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.02397499751445164,10
round1,gptoss,ChBa,200,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.03210070810045678,1
round10,gptoss,ChBa,200,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.030329257151135075,1
all10,gptoss,ChBa,300,baseline,baseline,baseline,0.0,0.500210122172583,10
round1,gptoss,ChBa,300,baseline,baseline,baseline,0.0,0.3629692035071068,1
round10,gptoss,ChBa,300,baseline,baseline,baseline,0.0,0.4687906262689298,1
all10,gptoss,ChBa,300,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.5723545659417304,10
round1,gptoss,ChBa,300,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.25091280210287026,1
round10,gptoss,ChBa,300,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.5926666040644699,1
all10,gptoss,ChBa,300,level1_typeA,level1,baseline,0.0,0.3445248593930058,10
round1,gptoss,ChBa,300,level1_typeA,level1,baseline,0.0,0.3073580153719937,1
round10,gptoss,ChBa,300,level1_typeA,level1,baseline,0.0,0.23370636758228458,1
all10,gptoss,ChBa,300,level2_typeA,level2,baseline,0.0,0.46635267027152966,10
round1,gptoss,ChBa,300,level2_typeA,level2,baseline,0.0,0.33458945600160656,1
round10,gptoss,ChBa,300,level2_typeA,level2,baseline,0.0,0.5,1
all10,gptoss,ChBa,300,loss_aversion_typeA,loss_aversion,baseline,0.0,0.5785866240383036,10
round1,gptoss,ChBa,300,loss_aversion_typeA,loss_aversion,baseline,0.0,0.40733339442635513,1
round10,gptoss,ChBa,300,loss_aversion_typeA,loss_aversion,baseline,0.0,0.6076631935923476,1
all10,gptoss,ChBa,300,maximin_typeA,maximin,baseline,0.0,0.6477722041430993,10
round1,gptoss,ChBa,300,maximin_typeA,maximin,baseline,0.0,0.6513548853614153,1
round10,gptoss,ChBa,300,maximin_typeA,maximin,baseline,0.0,0.6513548904619889,1
all10,gptoss,ChBa,300,risk_aversion_typeA,risk_aversion,baseline,0.0,0.7419884848480802,10
round1,gptoss,ChBa,300,risk_aversion_typeA,risk_aversion,baseline,0.0,0.5926666213955193,1
round10,gptoss,ChBa,300,risk_aversion_typeA,risk_aversion,baseline,0.0,0.6150878342348026,1
all10,gptoss,ChBa,300,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.37484799233782395,10
round1,gptoss,ChBa,300,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.33458942493322075,1
round10,gptoss,ChBa,300,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.39981162532807013,1
all10,gptoss,CmAs,100,baseline,baseline,baseline,1.0,0.9995490109019055,10
round1,gptoss,CmAs,100,baseline,baseline,baseline,1.0,0.9996769807645618,1
round10,gptoss,CmAs,100,baseline,baseline,baseline,1.0,0.9997493032026962,1
all10,gptoss,CmAs,100,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.999568306882513,10
round1,gptoss,CmAs,100,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.9996987960973254,1
round10,gptoss,CmAs,100,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.9997002627833365,1
all10,gptoss,CmAs,100,level1_typeA,level1,baseline,1.0,0.9996108274119905,10
round1,gptoss,CmAs,100,level1_typeA,level1,baseline,1.0,0.9997843000014639,1
round10,gptoss,CmAs,100,level1_typeA,level1,baseline,1.0,0.9996679077723433,1
all10,gptoss,CmAs,100,level2_typeA,level2,baseline,1.0,0.9996249722983892,10
round1,gptoss,CmAs,100,level2_typeA,level2,baseline,1.0,0.9997241321007616,1
round10,gptoss,CmAs,100,level2_typeA,level2,baseline,1.0,0.9996597030195635,1
all10,gptoss,CmAs,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.9994844405341912,10
round1,gptoss,CmAs,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.9994867421396649,1
round10,gptoss,CmAs,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.9995777671100016,1
all10,gptoss,CmAs,100,maximin_typeA,maximin,baseline,0.9,0.8996719833185697,10
round1,gptoss,CmAs,100,maximin_typeA,maximin,baseline,0.0,7.681204882780275e-15,1
round10,gptoss,CmAs,100,maximin_typeA,maximin,baseline,1.0,0.9995099953403596,1
all10,gptoss,CmAs,100,risk_aversion_typeA,risk_aversion,baseline,1.0,0.9996151170426104,10
round1,gptoss,CmAs,100,risk_aversion_typeA,risk_aversion,baseline,1.0,0.9997478303424296,1
round10,gptoss,CmAs,100,risk_aversion_typeA,risk_aversion,baseline,1.0,0.9995159375993306,1
all10,gptoss,CmAs,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.999613648160907,10
round1,gptoss,CmAs,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.9997278770437346,1
round10,gptoss,CmAs,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.9995335634131769,1
all10,gptoss,CmAs,200,baseline,baseline,baseline,0.0,0.20787040581699734,10
round1,gptoss,CmAs,200,baseline,baseline,baseline,0.0,0.12940272785392803,1
round10,gptoss,CmAs,200,baseline,baseline,baseline,0.0,0.20689404879304954,1
all10,gptoss,CmAs,200,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.2223572065647869,10
round1,gptoss,CmAs,200,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.18952109427108527,1
round10,gptoss,CmAs,200,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.23934934141190328,1
all10,gptoss,CmAs,200,level1_typeA,level1,baseline,0.0,0.2699771678302142,10
round1,gptoss,CmAs,200,level1_typeA,level1,baseline,0.0,0.39233681720357044,1
round10,gptoss,CmAs,200,level1_typeA,level1,baseline,0.0,0.2422056164128111,1
all10,gptoss,CmAs,200,level2_typeA,level2,baseline,0.0,0.2529201812880829,10
round1,gptoss,CmAs,200,level2_typeA,level2,baseline,0.0,0.22270013660643598,1
round10,gptoss,CmAs,200,level2_typeA,level2,baseline,0.0,0.17328819846550586,1
all10,gptoss,CmAs,200,loss_aversion_typeA,loss_aversion,baseline,0.0,0.19478659713480093,10
round1,gptoss,CmAs,200,loss_aversion_typeA,loss_aversion,baseline,0.0,0.2094696765177091,1
round10,gptoss,CmAs,200,loss_aversion_typeA,loss_aversion,baseline,0.0,0.28140560874724624,1
all10,gptoss,CmAs,200,maximin_typeA,maximin,baseline,0.0,0.15782635073509893,10
round1,gptoss,CmAs,200,maximin_typeA,maximin,baseline,0.0,0.037326885340325154,1
round10,gptoss,CmAs,200,maximin_typeA,maximin,baseline,0.0,0.1581743458074538,1
all10,gptoss,CmAs,200,risk_aversion_typeA,risk_aversion,baseline,0.0,0.21506461431803087,10
round1,gptoss,CmAs,200,risk_aversion_typeA,risk_aversion,baseline,0.0,0.1561048985419241,1
round10,gptoss,CmAs,200,risk_aversion_typeA,risk_aversion,baseline,0.0,0.22815648448991876,1
all10,gptoss,CmAs,200,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.15443304407735794,10
round1,gptoss,CmAs,200,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.1895211079742834,1
round10,gptoss,CmAs,200,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.1276526230810272,1
all10,gptoss,CmAs,300,baseline,baseline,baseline,0.0,0.6889255256332161,10
round1,gptoss,CmAs,300,baseline,baseline,baseline,0.0,0.8807970817651384,1
round10,gptoss,CmAs,300,baseline,baseline,baseline,0.0,0.7549149952832277,1
all10,gptoss,CmAs,300,inequity_aversion_typeA,inequity_aversion,baseline,0.9,0.7530447231961578,10
round1,gptoss,CmAs,300,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.6926419864241042,1
round10,gptoss,CmAs,300,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.7490872053154995,1
all10,gptoss,CmAs,300,level1_typeA,level1,baseline,1.0,0.8844273941596029,10
round1,gptoss,CmAs,300,level1_typeA,level1,baseline,1.0,0.9995955185010833,1
round10,gptoss,CmAs,300,level1_typeA,level1,baseline,1.0,0.8705972699221499,1
all10,gptoss,CmAs,300,level2_typeA,level2,baseline,1.0,0.9309296313023548,10
round1,gptoss,CmAs,300,level2_typeA,level2,baseline,1.0,0.9343951641343593,1
round10,gptoss,CmAs,300,level2_typeA,level2,baseline,1.0,0.9173026473416976,1
all10,gptoss,CmAs,300,loss_aversion_typeA,loss_aversion,baseline,0.6,0.7623587955845885,10
round1,gptoss,CmAs,300,loss_aversion_typeA,loss_aversion,baseline,0.0,0.8438951061673515,1
round10,gptoss,CmAs,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.6791787071628629,1
all10,gptoss,CmAs,300,maximin_typeA,maximin,baseline,0.0,0.8841177897276896,10
round1,gptoss,CmAs,300,maximin_typeA,maximin,baseline,0.0,0.8991213774119778,1
round10,gptoss,CmAs,300,maximin_typeA,maximin,baseline,0.0,0.8705972707416146,1
all10,gptoss,CmAs,300,risk_aversion_typeA,risk_aversion,baseline,0.7,0.6692223283079677,10
round1,gptoss,CmAs,300,risk_aversion_typeA,risk_aversion,baseline,0.0,0.5312093657988352,1
round10,gptoss,CmAs,300,risk_aversion_typeA,risk_aversion,baseline,1.0,0.817574480264736,1
all10,gptoss,CmAs,300,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.7600718998082945,10
round1,gptoss,CmAs,300,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.7248702504749386,1
round10,gptoss,CmAs,300,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.8221891126826549,1
all10,gptoss,CmBa,100,baseline,baseline,baseline,0.0,0.3757908565568841,10
round1,gptoss,CmBa,100,baseline,baseline,baseline,0.0,0.5,1
round10,gptoss,CmBa,100,baseline,baseline,baseline,0.0,0.3849121383797361,1
all10,gptoss,CmBa,100,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.4691745375336612,10
round1,gptoss,CmBa,100,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.5544704642573316,1
round10,gptoss,CmBa,100,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.437823496473802,1
all10,gptoss,CmBa,100,level1_typeA,level1,baseline,0.0,0.2345200325906228,10
round1,gptoss,CmBa,100,level1_typeA,level1,baseline,0.0,0.3415825060133495,1
round10,gptoss,CmBa,100,level1_typeA,level1,baseline,0.0,0.20689404000518605,1
all10,gptoss,CmBa,100,level2_typeA,level2,baseline,0.0,0.33985441779949166,10
round1,gptoss,CmBa,100,level2_typeA,level2,baseline,0.0,0.39233683781936174,1
round10,gptoss,CmBa,100,level2_typeA,level2,baseline,0.0,0.348645108294968,1
all10,gptoss,CmBa,100,loss_aversion_typeA,loss_aversion,baseline,0.0,0.4706914311250553,10
round1,gptoss,CmBa,100,loss_aversion_typeA,loss_aversion,baseline,0.0,0.5851011585277585,1
round10,gptoss,CmBa,100,loss_aversion_typeA,loss_aversion,baseline,0.0,0.4765796302752996,1
all10,gptoss,CmBa,100,maximin_typeA,maximin,baseline,0.0,0.23043777497046913,10
round1,gptoss,CmBa,100,maximin_typeA,maximin,baseline,0.0,0.24508503825142625,1
round10,gptoss,CmBa,100,maximin_typeA,maximin,baseline,0.0,0.1403362529238265,1
all10,gptoss,CmBa,100,risk_aversion_typeA,risk_aversion,baseline,0.0,0.4192632027030923,10
round1,gptoss,CmBa,100,risk_aversion_typeA,risk_aversion,baseline,0.0,0.5774953608931906,1
round10,gptoss,CmBa,100,risk_aversion_typeA,risk_aversion,baseline,0.0,0.3557749153875472,1
all10,gptoss,CmBa,100,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.05389813946980708,10
round1,gptoss,CmBa,100,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.07159119559770832,1
round10,gptoss,CmBa,100,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.044680871046472254,1
all10,gptoss,CmBa,200,baseline,baseline,baseline,0.0,0.6791682915475535,10
round1,gptoss,CmBa,200,baseline,baseline,baseline,0.0,0.7185943957103221,1
round10,gptoss,CmBa,200,baseline,baseline,baseline,0.0,0.6076631675939723,1
all10,gptoss,CmBa,200,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.6224983660294452,10
round1,gptoss,CmBa,200,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.679178699440889,1
round10,gptoss,CmBa,200,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.5312093515397297,1
all10,gptoss,CmBa,200,level1_typeA,level1,baseline,0.0,0.6237734462391611,10
round1,gptoss,CmBa,200,level1_typeA,level1,baseline,0.0,0.7185943802117926,1
round10,gptoss,CmBa,200,level1_typeA,level1,baseline,0.0,0.5467381425348135,1
all10,gptoss,CmBa,200,level2_typeA,level2,baseline,0.0,0.5508401082938572,10
round1,gptoss,CmBa,200,level2_typeA,level2,baseline,0.0,0.5774953606269015,1
round10,gptoss,CmBa,200,level2_typeA,level2,baseline,0.0,0.4532618608014136,1
all10,gptoss,CmBa,200,loss_aversion_typeA,loss_aversion,baseline,0.0,0.7149713476424345,10
round1,gptoss,CmBa,200,loss_aversion_typeA,loss_aversion,baseline,0.0,0.7718435018391739,1
round10,gptoss,CmBa,200,loss_aversion_typeA,loss_aversion,baseline,0.0,0.67917868171117,1
all10,gptoss,CmBa,200,maximin_typeA,maximin,baseline,0.0,0.4574590805456028,10
round1,gptoss,CmBa,200,maximin_typeA,maximin,baseline,0.0,0.028436035761370628,1
round10,gptoss,CmBa,200,maximin_typeA,maximin,baseline,0.0,0.3923368243389286,1
all10,gptoss,CmBa,200,risk_aversion_typeA,risk_aversion,baseline,0.0,0.7427161894913611,10
round1,gptoss,CmBa,200,risk_aversion_typeA,risk_aversion,baseline,0.0,0.7931059363456165,1
round10,gptoss,CmBa,200,risk_aversion_typeA,risk_aversion,baseline,0.0,0.6513548702503407,1
all10,gptoss,CmBa,200,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.17504420341917298,10
round1,gptoss,CmBa,200,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.28140559242695057,1
round10,gptoss,CmBa,200,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.1329642457133524,1
all10,gptoss,CmBa,300,baseline,baseline,baseline,1.0,0.9711292076121154,10
round1,gptoss,CmBa,300,baseline,baseline,baseline,1.0,0.9658995715909422,1
round10,gptoss,CmBa,300,baseline,baseline,baseline,1.0,0.9871787844218344,1
all10,gptoss,CmBa,300,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.9710132827125827,10
round1,gptoss,CmBa,300,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.9706877695851374,1
round10,gptoss,CmBa,300,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.9658995743375451,1
all10,gptoss,CmBa,300,level1_typeA,level1,baseline,1.0,0.9601934078229231,10
round1,gptoss,CmBa,300,level1_typeA,level1,baseline,1.0,0.9579122698859026,1
round10,gptoss,CmBa,300,level1_typeA,level1,baseline,1.0,0.9740426407885296,1
all10,gptoss,CmBa,300,level2_typeA,level2,baseline,1.0,0.9673830598749508,10
round1,gptoss,CmBa,300,level2_typeA,level2,baseline,1.0,0.9740426422787,1
round10,gptoss,CmBa,300,level2_typeA,level2,baseline,1.0,0.9615338096367962,1
all10,gptoss,CmBa,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.9639800710062802,10
round1,gptoss,CmBa,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.9362850075789505,1
round10,gptoss,CmBa,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.9706877714070118,1
all10,gptoss,CmBa,300,maximin_typeA,maximin,baseline,1.0,0.9738704282177247,10
round1,gptoss,CmBa,300,maximin_typeA,maximin,baseline,1.0,0.9732407148570156,1
round10,gptoss,CmBa,300,maximin_typeA,maximin,baseline,1.0,0.9697854102903516,1
all10,gptoss,CmBa,300,risk_aversion_typeA,risk_aversion,baseline,1.0,0.9632069192313704,10
round1,gptoss,CmBa,300,risk_aversion_typeA,risk_aversion,baseline,1.0,0.9539660932663361,1
round10,gptoss,CmBa,300,risk_aversion_typeA,risk_aversion,baseline,1.0,0.9755769119554729,1
all10,gptoss,CmBa,300,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.9678623422708149,10
round1,gptoss,CmBa,300,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.963779944366311,1
round10,gptoss,CmBa,300,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.9724147144406832,1
all10,gptoss,CmCh,100,baseline,baseline,baseline,0.0,0.2350677114367993,10
round1,gptoss,CmCh,100,baseline,baseline,baseline,0.0,0.23651623798492882,1
round10,gptoss,CmCh,100,baseline,baseline,baseline,0.0,0.2509127883515876,1
all10,gptoss,CmCh,100,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.2237439302237711,10
round1,gptoss,CmCh,100,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.2974699514168688,1
round10,gptoss,CmCh,100,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.30404169598886643,1
all10,gptoss,CmCh,100,level1_typeA,level1,baseline,0.0,0.1979923653583036,10
round1,gptoss,CmCh,100,level1_typeA,level1,baseline,0.0,0.26284184655444054,1
round10,gptoss,CmCh,100,level1_typeA,level1,baseline,0.0,0.2018132192122688,1
all10,gptoss,CmCh,100,level2_typeA,level2,baseline,0.0,0.1986770455658813,10
round1,gptoss,CmCh,100,level2_typeA,level2,baseline,0.0,0.19436781261479288,1
round10,gptoss,CmCh,100,level2_typeA,level2,baseline,0.0,0.19193277609476228,1
all10,gptoss,CmCh,100,loss_aversion_typeA,loss_aversion,baseline,0.0,0.18665699289464918,10
round1,gptoss,CmCh,100,loss_aversion_typeA,loss_aversion,baseline,0.0,0.20181323160257394,1
round10,gptoss,CmCh,100,loss_aversion_typeA,loss_aversion,baseline,0.0,0.21469143460272608,1
all10,gptoss,CmCh,100,maximin_typeA,maximin,baseline,0.0,0.18777289894572444,10
